,user,day_0,rep_0,day_1,rep_1,m,dataset,DTW
253,11,1,12,2,1,-0.6,ind,-499.4938299018477
254,9,2,7,3,13,-0.1999999999999999,ind,-119.91284591163844
255,9,2,13,3,13,-0.8,ind,-75.65573029660368
256,7,2,2,3,7,0.0,ind,-145.29031070845008
257,12,1,11,3,10,0.3999999999999999,ind,35.07063769737215
258,8,3,5,2,11,-0.6,ind,-141.64587099639994
259,2,3,10,1,2,0.0,ind,6.276920565192313
260,9,1,7,2,9,0.1999999999999999,ind,776.3911810147049
261,2,3,12,2,7,0.1999999999999999,ind,149.05718220279232
262,1,3,12,1,10,0.0,ind,-53.84195947344938
263,3,3,15,2,9,-0.1999999999999999,ind,-62.3647704700727
264,7,2,13,1,9,-0.6,ind,-100.25979809399746
265,4,1,9,2,4,-0.1999999999999999,ind,139.2354658717636
266,6,3,6,1,6,-0.1999999999999999,ind,-20.278047194648025
267,10,2,5,3,5,0.0,ind,31.15424447453961
268,5,2,9,3,1,0.6000000000000001,ind,108.49473366630764
269,3,1,13,3,1,1.0,ind,39.254213149350335
